BIAS TYPE,Category,Geometry,Incident Date,Number of Records,OFFENSE GROUP,OFFENSE CATEGORY,Reported Offense,Neighborho,Precinct
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/21/2018,1,Society,Harassment,MALICIOUS HARASSMENT,CENTRAL AREA/SQUIRE PARK,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/19/2018,1,Society,Disturbance,DISTURBANCE-OTH,MADISON PARK,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/9/2018,1,Society,Bias Incident,BIAS INCIDENT,CENTRAL AREA/SQUIRE PARK,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/24/2018,1,Society,Bias Incident,BIAS INCIDENT,MADRONA/LESCHI,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/10/2018,1,Society,Threats,THREATS-OTHER,MADRONA/LESCHI,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,1/4/2018,1,Society,Bias Incident,BIAS INCIDENT,CAPITOL HILL,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/22/2018,1,Society,Bias Incident,BIAS INCIDENT,CAPITOL HILL,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/23/2018,1,Society,Disturbance,DISTURBANCE-OTH,CAPITOL HILL,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/4/2018,1,Person,Assault,ASSLT-NONAGG,FIRST HILL,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,12/13/2018,1,Society,Bias Incident,BIAS INCIDENT,FIRST HILL,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/1/2018,1,Society,Disturbance,DISTURBANCE-OTH,FIRST HILL,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/7/2018,1,Society,Disturbance,DISTURBANCE-OTH,FIRST HILL,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,12/6/2018,1,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,FIRST HILL,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/20/2018,1,Society,Bias Incident,BIAS INCIDENT,FIRST HILL,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,2/28/2018,1,Society,Bias Incident,BIAS INCIDENT,JUDKINS PARK/NORTH BEACON HILL,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/23/2018,1,Society,Disturbance,DISTURBANCE-OTH,JUDKINS PARK/NORTH BEACON HILL,E
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/18/2018,1,Society,Harassment,HARASSMENT,MADRONA/LESCHI,E
Religion Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,12/31/2018,1,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,CENTRAL AREA/SQUIRE PARK,E
Religion Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,11/5/2018,1,Society,Property Damage,PROPERTY DAMAGE-NON RESIDENTIA,CAPITOL HILL,E
Religion Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,11/5/2018,1,Society,Property Damage,PROPERTY DAMAGE - GRAFFITI,FIRST HILL,E
Religion Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/22/2018,1,Society,Property Damage,PROPERTY DAMAGE - GRAFFITI,MADRONA/LESCHI,E
Ethnicity Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/30/2018,1,Society,Bias Incident,BIAS INCIDENT,GREENWOOD,N
Ethnicity Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/24/2018,1,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,LAKECITY,N
Ethnicity Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,2/14/2018,1,Society,Harassment,HARASSMENT,NORTHGATE,N
Homeless Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/19/2018,1,Society,Property Damage,PROPERTY DAMAGE-NON RESIDENTIA,ROOSEVELT/RAVENNA,N
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/15/2018,1,Society,Threats,THREATS-OTHER,WALLINGFORD,N
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/27/2018,1,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,LAKECITY,N
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/25/2018,1,Society,Bias Incident,BIAS INCIDENT,NORTHGATE,N
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,12/10/2018,1,Society,Trespass,TRESPASS,NORTHGATE,N
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/17/2018,1,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,ROOSEVELT/RAVENNA,N
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/15/2018,1,Society,Harassment,MALICIOUS HARASSMENT,BITTERLAKE,N
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/26/2018,1,Society,Harassment,MALICIOUS HARASSMENT,ROOSEVELT/RAVENNA,N
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/27/2018,1,Society,Bias Incident,BIAS INCIDENT,UNIVERSITY,N
Multiple Categories,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/8/2018,1,Society,Bias Incident,BIAS INCIDENT,BALLARD NORTH,N
Multiple Categories,NON-CRIMINAL BIAS INCIDENTS,POLYGON,1/29/2018,1,Property,Theft,THEFT-CARPROWL,GREENWOOD,N
Political Views Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/11/2018,1,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,LAKECITY,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/30/2018,1,Society,Bias Incident,BIAS INCIDENT,BALLARD SOUTH,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/27/2018,1,Society,Threats,THREATS-WEAPON,BALLARD SOUTH,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,12/22/2018,1,Society,Trespass,TRESPASS,WALLINGFORD,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/5/2018,1,Society,Bias Incident,BIAS INCIDENT,BALLARD NORTH,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,2/7/2018,1,Society,Bias Incident,BIAS INCIDENT,BALLARD NORTH,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/28/2018,1,Society,Harassment,HARASSMENT,ROOSEVELT/RAVENNA,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/8/2018,1,Society,Threats,THREATS-OTHER,ROOSEVELT/RAVENNA,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/4/2018,1,Society,Harassment,HARASSMENT,LAKECITY,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,12/15/2018,1,Society,Harassment,MALICIOUS HARASSMENT,LAKECITY,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/5/2018,1,Society,Property Damage,PROPERTY DAMAGE-NON RESIDENTIA,LAKECITY,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/6/2018,1,Society,Bias Incident,BIAS INCIDENT,LAKECITY,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,11/10/2018,1,Society,Disturbance,DISTURBANCE-OTH,NORTHGATE,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/17/2018,1,Society,Bias Incident,BIAS INCIDENT,LAKECITY,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/24/2018,1,Society,Disturbance,DISTURBANCE-OTH,LAKECITY,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/19/2018,1,Society,Harassment,HARASSMENT,LAKECITY,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/24/2018,1,Society,Threats,THREATS-OTHER,LAKECITY,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/23/2018,1,Society,Trespass,TRESPASS,LAKECITY,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/25/2018,1,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,GREENWOOD,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/31/2018,1,Person,Assault,ASSLT-AGG-WEAPON,BITTERLAKE,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/4/2018,1,Society,Disturbance,DISTURBANCE-OTH,NORTHGATE,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/18/2018,1,Society,Crisis,CRISIS,GREENWOOD,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/19/2018,1,Society,Harassment,HARASSMENT,NORTHGATE,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/30/2018,1,Society,Bias Incident,BIAS INCIDENT,ROOSEVELT/RAVENNA,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/12/2018,1,Society,Bias Incident,BIAS INCIDENT,UNIVERSITY,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,2/17/2018,1,Society,Bias Incident,BIAS INCIDENT,SANDPOINT,N
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/17/2018,1,Society,Disturbance,DISTURBANCE-OTH,SANDPOINT,N
Religion Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,11/12/2018,1,Society,Bias Incident,BIAS INCIDENT,ROOSEVELT/RAVENNA,N
Religion Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/27/2018,1,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,NORTHGATE,N
Religion Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/23/2018,1,Society,Bias Incident,BIAS INCIDENT,NORTHGATE,N
Homeless Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/23/2018,1,Society,Harassment,HARASSMENT,MOUNT BAKER,S
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/10/2018,1,Society,Disturbance,DISTURBANCE-OTH,SODO,S
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/26/2018,1,Society,Bias Incident,BIAS INCIDENT,GEORGETOWN,S
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/9/2018,1,Person,Assault,ASSLT-AGG-WEAPON,CLAREMONT/RAINIER VISTA,S
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/26/2018,1,Society,Disturbance,DISTURBANCE-OTH,CLAREMONT/RAINIER VISTA,S
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/10/2018,1,Society,Bias Incident,BIAS INCIDENT,BRIGHTON/DUNLAP,S
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/6/2018,1,Person,Assault,ASSLT-NONAGG-DV,RAINIER BEACH,S
Multiple Categories,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/11/2018,1,Society,Bias Incident,BIAS INCIDENT,LAKEWOOD/SEWARD PARK,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/11/2018,1,Society,Bias Incident,BIAS INCIDENT,SODO,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/21/2018,1,Society,Disturbance,DISTURBANCE-OTH,SODO,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,11/4/2018,1,Society,Disturbance,DISTURBANCE-OTH,GEORGETOWN,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/19/2018,1,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,MID BEACON HILL,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/1/2018,1,Society,Trespass,TRESPASS,CLAREMONT/RAINIER VISTA,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/6/2018,1,Society,Bias Incident,BIAS INCIDENT,MOUNT BAKER,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,1/27/2018,1,Society,Disturbance,DISTURBANCE-OTH,MOUNT BAKER,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/27/2018,1,Society,Harassment,MALICIOUS HARASSMENT,MOUNT BAKER,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,11/15/2018,1,Person,Assault,ASSLT-NONAGG,COLUMBIA CITY,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/22/2018,1,Society,Harassment,HARASSMENT,LAKEWOOD/SEWARD PARK,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/16/2018,1,Society,Harassment,HARASSMENT,MID BEACON HILL,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/16/2018,1,Society,Harassment,HARASSMENT,NEW HOLLY,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/31/2018,1,Society,Bias Incident,BIAS INCIDENT,SOUTH BEACON HILL,S
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,2/21/2018,1,Society,Trespass,TRESPASS,BRIGHTON/DUNLAP,S
Gender Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/6/2018,1,Society,Bias Incident,BIAS INCIDENT,NORTH DELRIDGE,SW
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,2/13/2018,1,Society,Bias Incident,BIAS INCIDENT,ROXHILL/WESTWOOD/ARBOR HEIGHTS,SW
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,12/22/2018,1,Society,Disturbance,DISTURBANCE-OTH,ROXHILL/WESTWOOD/ARBOR HEIGHTS,SW
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/4/2018,1,Society,Harassment,HARASSMENT,SOUTH DELRIDGE,SW
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/8/2018,1,Society,Bias Incident,BIAS INCIDENT,MORGAN,SW
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,11/5/2018,1,Society,Disturbance,DISTURBANCE-NOISE,HIGH POINT,SW
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/19/2018,1,Society,Disturbance,DISTURBANCE-FAMILY,ROXHILL/WESTWOOD/ARBOR HEIGHTS,SW
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/21/2018,1,Society,Disturbance,DISTURBANCE-FAMILY,ROXHILL/WESTWOOD/ARBOR HEIGHTS,SW
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/27/2018,1,Society,Disturbance,DISTURBANCE-OTH,ROXHILL/WESTWOOD/ARBOR HEIGHTS,SW
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/25/2018,1,Society,Bias Incident,BIAS INCIDENT,HIGHLAND PARK,SW
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/11/2018,1,Society,Dispute,DISPUTE-OTH,ALASKA JUNCTION,SW
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/4/2018,1,Society,Disturbance,DISTURBANCE-OTH,MORGAN,SW
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/20/2018,1,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,SOUTH PARK,SW
Disability Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/15/2018,1,Society,Bias Incident,BIAS INCIDENT,SLU/CASCADE,W
Ethnicity Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,2/16/2018,1,Society,Bias Incident,BIAS INCIDENT,BELLTOWN,W
Ethnicity Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/15/2018,1,Society,Property Damage,PROPERTY DAMAGE-RESIDENTIAL,QUEEN ANNE,W
Ethnicity Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,1/19/2018,1,Society,Disturbance,DISTURBANCE-OTH,QUEEN ANNE,W
Gender Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/29/2018,1,Society,Disturbance,DISTURBANCE-OTH,SLU/CASCADE,W
Homeless Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/14/2018,1,Society,Disturbance,DISTURBANCE-OTH,CHINATOWN/INTERNATIONAL DISTRICT,W
Homeless Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/16/2018,1,Person,Assault,ASSLT-AGG-WEAPON,DOWNTOWN COMMERCIAL,W
Homeless Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/12/2018,1,Society,Bias Incident,BIAS INCIDENT,DOWNTOWN COMMERCIAL,W
Homeless Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,11/23/2018,1,Society,Property Damage,PROPERTY DAMAGE-NON RESIDENTIA,MAGNOLIA,W
Homeless Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/18/2018,1,Society,Harassment,MALICIOUS HARASSMENT,SLU/CASCADE,W
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,12/21/2018,1,Society,Crisis,CRISIS,SLU/CASCADE,W
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,11/24/2018,1,Society,Threats,THREATS-OTHER,SLU/CASCADE,W
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/13/2018,1,Society,Disturbance,DISTURBANCE-OTH,DOWNTOWN COMMERCIAL,W
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/30/2018,1,Society,Harassment,HARASSMENT,DOWNTOWN COMMERCIAL,W
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/2/2018,1,Society,Disturbance,DISTURBANCE-OTH,DOWNTOWN COMMERCIAL,W
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/9/2018,1,Society,Bias Incident,BIAS INCIDENT,PIONEER SQUARE,W
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/30/2018,1,Society,Disturbance,DISTURBANCE-OTH,PIONEER SQUARE,W
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/29/2018,1,Society,Misdemeanor Warrant/Arrest,WARRARR-MISDEMEANOR,DOWNTOWN COMMERCIAL,W
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/13/2018,1,Society,Crisis,CRISIS,DOWNTOWN COMMERCIAL,W
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/8/2018,1,Society,Disturbance,DISTURBANCE-OTH,MAGNOLIA,W
LGBTQ Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/28/2018,1,Society,Bias Incident,BIAS INCIDENT,QUEEN ANNE,W
Multiple Categories,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/6/2018,1,Society,Disturbance,DISTURBANCE-OTH,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/2/2018,1,Society,Bias Incident,BIAS INCIDENT,BELLTOWN,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/16/2018,1,Society,Dispute,DISPUTE-OTH,BELLTOWN,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/31/2018,1,Society,Disturbance,DISTURBANCE-OTH,BELLTOWN,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,11/23/2018,1,Society,Harassment,HARASSMENT,BELLTOWN,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/27/2018,1,Society,Bias Incident,BIAS INCIDENT,SLU/CASCADE,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,1/12/2018,1,Person,Assault,ASSLT-NONAGG,SLU/CASCADE,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,12/10/2018,1,Society,Disturbance,DISTURBANCE-OTH,SLU/CASCADE,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/19/2018,1,Person,Assault,ASSLT-NONAGG,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,2/19/2018,1,Society,Disturbance,DISTURBANCE-OTH,CHINATOWN/INTERNATIONAL DISTRICT,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/19/2018,1,Society,Bias Incident,BIAS INCIDENT,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/22/2018,1,Society,Disturbance,DISTURBANCE-OTH,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,1/22/2018,1,Society,Trespass,TRESPASS,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/24/2018,1,Society,Bias Incident,BIAS INCIDENT,PIONEER SQUARE,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/4/2018,1,Society,Crisis,CRISIS,PIONEER SQUARE,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/21/2018,1,Society,Crisis,CRISIS,PIONEER SQUARE,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,6/13/2018,1,Society,Trespass,TRESPASS,PIONEER SQUARE,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,7/3/2018,1,Society,Disturbance,DISTURBANCE-OTH,CHINATOWN/INTERNATIONAL DISTRICT,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/22/2018,1,Society,Bias Incident,BIAS INCIDENT,PIONEER SQUARE,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,2/28/2018,1,Society,Bias Incident,BIAS INCIDENT,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/23/2018,1,Society,Crisis,CRISIS,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,4/3/2018,1,Society,Harassment,HARASSMENT,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/30/2018,1,Society,Trespass,TRESPASS,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/20/2018,1,Society,Bias Incident,BIAS INCIDENT,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,12/29/2018,1,Society,Bias Incident,BIAS INCIDENT,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,10/29/2018,1,Society,Disturbance,DISTURBANCE-OTH,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,1/19/2018,1,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/4/2018,1,Society,Trespass,TRESPASS,DOWNTOWN COMMERCIAL,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/12/2018,1,Society,Bias Incident,BIAS INCIDENT,MAGNOLIA,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,8/18/2018,1,Society,Disturbance,DISTURBANCE-OTH,QUEEN ANNE,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,5/25/2018,1,Society,Disturbance,DISTURBANCE-OTH,QUEEN ANNE,W
Race Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,12/12/2018,1,Society,Harassment,MALICIOUS HARASSMENT,QUEEN ANNE,W
Religion Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,3/15/2018,1,Society,Harassment,HARASSMENT,DOWNTOWN COMMERCIAL,W
Religion Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/10/2018,1,Society,Bias Incident,BIAS INCIDENT,QUEEN ANNE,W
Religion Only,NON-CRIMINAL BIAS INCIDENTS,POLYGON,9/8/2018,1,Society,Property Damage,PROPERTY DAMAGE - GRAFFITI,QUEEN ANNE,W
