2012,2013,2014,2015,2018,BEAT,BIAS TYPE,Bias Category (Sheet1),Bias,2017,Placeholder,Incomplete Qtr,Conditional Formatting,2016,Row Total,"""""",Category,Definition,GO Number,Geometry,Incident Date,Mcpp,New Offense Label?,Number of Records,OFFENSE GROUP,PRECINCT,OFFENSE GROUP.,OFFENSE CATEGORY,Reported Offense,Sheet,Specific Bias Type,Table Name,Neighborho,Precinct,St Area Sh,St Length
0,0,0,0,1,G1,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-406184,POLYGON,10/28/2018,FIRST HILL,N,1,Person,EAST,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian,2018,FIRST HILL,E,15541724.16,20459.84967
0,0,0,0,1,G3,LGBTQ Only,,Transgender,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-435638,POLYGON,11/20/2018,JUDKINS PARK/NORTH BEACON HILL,N,1,Person,EAST,Person,Sex Offense,SEXOFF-OTHER OBJECT,2018,Transgender,2018,JUDKINS PARK/NORTH BEACON HILL,E,11817820.56,17151.27119
0,0,0,0,1,C2,Multiple Categories,,"Jewish, Latino, Black",0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-310149,POLYGON,8/20/2018,CENTRAL AREA/SQUIRE PARK,N,1,Society,EAST,Society,Threats,THREATS-OTHER,2018,"Jewish, Latino, Black",2018,CENTRAL AREA/SQUIRE PARK,E,36998283.76,28582.29161
0,0,0,0,1,E2,Multiple Categories,,"Transgender, Hispanic/Latino",0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-228323,POLYGON,6/22/2018,CAPITOL HILL,N,1,Person,EAST,Person,Robbery,ROBBERY-STREET-WEAPON,2018,"Transgender, Hispanic/Latino",2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,C1,Political Views Only,,Political Ideology,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-237512,POLYGON,6/21/2018,CENTRAL AREA/SQUIRE PARK,N,1,Society,EAST,Society,Harassment,HARASSMENT,2018,Political Ideology,2018,CENTRAL AREA/SQUIRE PARK,E,36998283.76,28582.29161
0,0,0,0,1,C2,Political Views Only,,Political Ideology,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-411085,POLYGON,11/2/2018,MADISON PARK,N,1,Property,EAST,Property,Theft,THEFT-OTH,2018,Political Ideology,2018,MADISON PARK,E,27508317.18,24974.70241
0,0,0,0,1,C3,Race Only,,Hispanic/Latino,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-366368,POLYGON,9/30/2018,CENTRAL AREA/SQUIRE PARK,N,1,Person,EAST,Person,Assault,ASSLT-AGG-WEAPON,2018,Hispanic/Latino,2018,CENTRAL AREA/SQUIRE PARK,E,36998283.76,28582.29161
0,0,0,0,1,E1,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-272768,POLYGON,7/24/2018,CAPITOL HILL,N,1,Society,EAST,Society,Harassment,MALICIOUS HARASSMENT,2018,Black,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E2,Race Only,,White,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-97606,POLYGON,3/18/2018,CAPITOL HILL,N,1,Society,EAST,Society,Harassment,MALICIOUS HARASSMENT,2018,White,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E3,Race Only,,White,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-395200,POLYGON,10/22/2018,CAPITOL HILL,N,1,Society,EAST,Society,Harassment,MALICIOUS HARASSMENT,2018,White,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,E3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-325809,POLYGON,8/31/2018,FIRST HILL,N,1,Society,EAST,Society,Threats,THREATS-OTHER,2018,Black,2018,FIRST HILL,E,15541724.16,20459.84967
0,0,0,0,1,G1,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-212227,POLYGON,6/11/2018,FIRST HILL,N,1,Society,EAST,Society,Harassment,MALICIOUS HARASSMENT,2018,Black,2018,FIRST HILL,E,15541724.16,20459.84967
0,0,0,0,1,G1,Race Only,,Latino,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-201755,POLYGON,6/4/2018,FIRST HILL,N,1,Society,EAST,Society,Harassment,MALICIOUS HARASSMENT,2018,Latino,2018,FIRST HILL,E,15541724.16,20459.84967
0,0,0,0,1,G3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-246919,POLYGON,7/6/2018,JUDKINS PARK/NORTH BEACON HILL,N,1,Person,EAST,Person,Assault,ASSLT-AGG-WEAPON,2018,Black,2018,JUDKINS PARK/NORTH BEACON HILL,E,11817820.56,17151.27119
0,0,0,0,1,G3,Race Only,,White,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-267307,POLYGON,7/20/2018,MADRONA/LESCHI,N,1,Person,EAST,Person,Assault,ASSLT-AGG-BODYFORCE,2018,White,2018,MADRONA/LESCHI,E,41092999.49,39293.29627
0,0,0,0,1,C1,Religion Only,,Hindu,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-65178,POLYGON,2/21/2018,CAPITOL HILL,N,1,Person,EAST,Person,Assault,ASSLT-NONAGG,2018,Hindu,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,C1,Religion Only,,Jewish,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-89420,POLYGON,3/12/2018,CAPITOL HILL,N,1,Society,EAST,Society,Harassment,MALICIOUS HARASSMENT,2018,Jewish,2018,CAPITOL HILL,E,30328037.5,30052.62763
0,0,0,0,1,C2,Religion Only,,Jewish,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-91452,POLYGON,3/5/2018,MILLER PARK,N,1,Person,EAST,Person,Assault,ASSLT-NONAGG,2018,Jewish,2018,MILLER PARK,E,15884932.56,18080.13798
0,0,0,0,1,U2,Ethnicity Only,,Arab,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-406888,POLYGON,10/30/2018,UNIVERSITY,N,1,Person,NORTH,Person,Assault,ASSLT-AGG-WEAPON,2018,Arab,2018,UNIVERSITY,N,53849611.47,34115.55986
0,0,0,0,1,L3,Homeless Only,,Homeless,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-281968,POLYGON,7/30/2018,LAKECITY,N,1,Person,NORTH,Person,Assault,ASSLT-AGG-WEAPON,2018,Homeless,2018,LAKECITY,N,85899582.65,44835.19181
0,0,0,0,1,B3,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-158738,POLYGON,5/4/2018,WALLINGFORD,N,1,Society,NORTH,Society,Threats,THREATS-KILL,2018,Gay/Lesbian,2018,WALLINGFORD,N,48520815.63,33599.17483
0,0,0,0,1,N2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-395577,POLYGON,10/21/2018,BITTERLAKE,N,1,Person,NORTH,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian,2018,BITTERLAKE,N,92314813.72,43678.57557
0,0,0,0,1,N2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-410701,POLYGON,11/2/2018,BITTERLAKE,N,1,Burglary,NORTH,Property,Burglary,BURGLARY-SECURE PARKING-RES,2018,Gay/Lesbian,2018,BITTERLAKE,N,92314813.72,43678.57557
0,0,0,0,1,N2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-400032,POLYGON,10/25/2018,BITTERLAKE,N,1,Society,NORTH,Society,Harassment,HARASSMENT,2018,Gay/Lesbian,2018,BITTERLAKE,N,92314813.72,43678.57557
0,0,0,0,1,N2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-416882,POLYGON,11/6/2018,BITTERLAKE,N,1,Society,NORTH,Society,Harassment,HARASSMENT,2018,Gay/Lesbian,2018,BITTERLAKE,N,92314813.72,43678.57557
0,0,0,0,1,U2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-304187,POLYGON,8/15/2018,UNIVERSITY,N,1,Person,NORTH,Person,Assault,ASSLT-AGG-WEAPON,2018,Gay/Lesbian,2018,UNIVERSITY,N,53849611.47,34115.55986
0,0,0,0,1,U2,Political Views Only,,Political Ideology,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-15520,POLYGON,1/6/2018,UNIVERSITY,N,1,Society,NORTH,Society,Threats,THREATS-OTHER,2018,Political Ideology,2018,UNIVERSITY,N,53849611.47,34115.55986
0,0,0,0,1,B1,Race Only,,White,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-139206,POLYGON,4/21/2018,BALLARD SOUTH,N,1,Society,NORTH,Society,Threats,THREATS-KILL,2018,White,2018,BALLARD SOUTH,N,58863907.01,38678.59026
0,0,0,0,1,J2,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-345004,POLYGON,9/15/2018,BALLARD NORTH,N,1,Society,NORTH,Property,Property Damage,PROPERTY DAMAGE - GRAFFITI,2018,Black,2018,BALLARD NORTH,N,124934005.1,49759.67168
0,0,0,0,1,J3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-218984,POLYGON,6/14/2018,ROOSEVELT/RAVENNA,N,1,Society,NORTH,Society,Threats,THREATS-KILL,2018,Black,2018,ROOSEVELT/RAVENNA,N,95888793.63,50703.10991
0,0,0,0,1,L2,Race Only,,Hispanic/Latino,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-367905,POLYGON,10/1/2018,NORTHGATE,N,1,Person,NORTH,Person,Assault,ASSLT-NONAGG,2018,Hispanic/Latino,2018,NORTHGATE,N,132689323.6,51398.03811
0,0,0,0,1,N3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-234245,POLYGON,6/26/2018,NORTHGATE,N,1,Person,NORTH,Person,Assault,ASSLT-NONAGG,2018,Black,2018,NORTHGATE,N,132689323.6,51398.03811
0,0,0,0,1,U1,Race Only,,Asian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-63293,POLYGON,2/20/2018,UNIVERSITY,N,1,Society,NORTH,Society,Harassment,MALICIOUS HARASSMENT,2018,Asian/Pacific Islander,2018,UNIVERSITY,N,53849611.47,34115.55986
0,0,0,0,1,U2,Race Only,,Asian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-395318,POLYGON,10/22/2018,UNIVERSITY,N,1,Person,NORTH,Person,Assault,ASSLT-AGG-BODYFORCE,2018,Asian/Pacific Islander,2018,UNIVERSITY,N,53849611.47,34115.55986
0,0,0,0,1,U2,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-295626,POLYGON,8/9/2018,UNIVERSITY,N,1,Person,NORTH,Person,Assault,ASSLT-NONAGG,2018,Black,2018,UNIVERSITY,N,53849611.47,34115.55986
0,0,0,0,1,U2,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-158812,POLYGON,5/4/2018,UNIVERSITY,N,1,Society,NORTH,Society,Harassment,HARASSMENT,2018,Black,2018,UNIVERSITY,N,53849611.47,34115.55986
0,0,0,0,1,U2,Race Only,,Asian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-259079,POLYGON,7/14/2018,UNIVERSITY,N,1,Society,NORTH,Society,Harassment,MALICIOUS HARASSMENT,2018,Asian/Pacific Islander,2018,UNIVERSITY,N,53849611.47,34115.55986
0,0,0,0,1,U3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-298240,POLYGON,8/10/2018,ROOSEVELT/RAVENNA,N,1,Society,NORTH,Property,Property Damage,PROPERTY DAMAGE-RESIDENTIAL,2018,Black,2018,ROOSEVELT/RAVENNA,N,95888793.63,50703.10991
0,0,0,0,1,B1,Religion Only,,Catholic,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-109236,POLYGON,3/27/2018,BALLARD SOUTH,N,1,Society,NORTH,Property,Property Damage,PROPERTY DAMAGE - GRAFFITI,2018,Catholic,2018,BALLARD SOUTH,N,58863907.01,38678.59026
0,0,0,0,1,J3,Religion Only,,Jewish,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-28818,POLYGON,1/24/2018,GREENWOOD,N,1,Society,NORTH,Property,Property Damage,PROPERTY DAMAGE - GRAFFITI,2018,Jewish,2018,GREENWOOD,N,42008629.33,26493.33227
0,0,0,0,1,U2,Religion Only,,Jewish,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-4633,POLYGON,1/4/2018,UNIVERSITY,N,1,Society,NORTH,Property,Property Damage,PROPERTY DAMAGE - GRAFFITI,2018,Jewish,2018,UNIVERSITY,N,53849611.47,34115.55986
0,0,0,0,1,U2,Religion Only,,Jewish,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-907522,POLYGON,8/14/2018,UNIVERSITY,N,1,Society,NORTH,Property,Property Damage,PROPERTY DAMAGE - GRAFFITI,2018,Jewish,2018,UNIVERSITY,N,53849611.47,34115.55986
0,0,0,0,1,U3,Religion Only,,Jewish,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-406416,POLYGON,10/9/2018,SANDPOINT,N,1,Society,NORTH,Property,Property Damage,PROPERTY DAMAGE-NON RESIDENTIA,2018,Jewish,2018,SANDPOINT,N,175845013.3,74002.77305
0,0,0,0,1,O1,Ethnicity Only,,Other Race/Ethnicity/Ancestry,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-356608,POLYGON,9/24/2018,SODO,N,1,Society,SOUTH,Society,Trespass,TRESPASS,2018,Other Race/Ethnicity/Ancestry,2018,SODO,S,57751938.47,41694.18882
0,0,0,0,1,O3,Ethnicity Only,,Other Race/Ethnicity/Ancestry,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-205696,POLYGON,6/7/2018,GEORGETOWN,N,1,Person,SOUTH,Person,Assault,ASSLT-NONAGG,2018,Other Race/Ethnicity/Ancestry,2018,GEORGETOWN,S,79716354.81,59129.83529
0,0,0,0,1,O3,Ethnicity Only,,Arab,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-338929,POLYGON,9/10/2018,GEORGETOWN,N,1,Society,SOUTH,Society,Threats,THREATS-OTHER,2018,Arab,2018,GEORGETOWN,S,79716354.81,59129.83529
0,0,0,0,1,S1,Homeless Only,,Homeless,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-93257,POLYGON,3/15/2018,NEW HOLLY,N,1,Person,SOUTH,Person,Assault,ASSLT-AGG-WEAPON,2018,Homeless,2018,NEW HOLLY,S,9187712.208,15593.93376
0,0,0,0,1,O3,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-244142,POLYGON,7/4/2018,GEORGETOWN,N,1,Society,SOUTH,Society,Threats,THREATS-OTHER,2018,Gay/Lesbian,2018,GEORGETOWN,S,79716354.81,59129.83529
0,0,0,0,1,R1,Multiple Categories,,"Black, Gay",0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-217640,POLYGON,6/15/2018,NORTH BEACON HILL,N,1,Society,SOUTH,Society,Threats,THREATS-OTHER,2018,"Black, Gay",2018,NORTH BEACON HILL,S,46831367.25,33784.14289
0,0,0,0,1,O1,Race Only,,White,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-220763,POLYGON,6/17/2018,SODO,N,1,Society,SOUTH,Society,Bias Incident,BIAS INCIDENT,2018,White,2018,SODO,S,57751938.47,41694.18882
0,0,0,0,1,R1,Race Only,,Hispanic/Latino,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-375685,POLYGON,10/7/2018,NORTH BEACON HILL,N,1,Person,SOUTH,Person,Assault,ASSLT-AGG-WEAPON,2018,Hispanic/Latino,2018,NORTH BEACON HILL,S,46831367.25,33784.14289
0,0,0,0,1,R2,Race Only,,Asian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-274923,POLYGON,7/23/2018,CLAREMONT/RAINIER VISTA,N,1,Society,SOUTH,Property,Property Damage,PROPERTY DAMAGE - GRAFFITI,2018,Asian/Pacific Islander,2018,CLAREMONT/RAINIER VISTA,S,12781245.19,18261.88515
0,0,0,0,1,S3,Race Only,,White,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-333036,POLYGON,9/6/2018,RAINIER BEACH,N,1,Person,SOUTH,Person,Assault,ASSLT-NONAGG,2018,White,2018,RAINIER BEACH,S,19192113.37,21134.00614
0,0,0,0,1,R2,Religion Only,,Sikh,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-75176,POLYGON,3/1/2018,MOUNT BAKER,N,1,Person,SOUTH,Person,Assault,ASSLT-NONAGG,2018,Sikh,2018,MOUNT BAKER,S,32160761.63,26684.11695
0,0,0,0,1,F1,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-302265,POLYGON,8/9/2018,COMMERCIAL DUWAMISH,N,1,Society,SOUTHWEST,Society,Suspicious Circumstance,SUSPICIOUS CIRCUMSTANCE,2018,Gay/Lesbian,2018,COMMERCIAL DUWAMISH,SW,39717645.06,50181.58105
0,0,0,0,1,W2,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-362442,POLYGON,9/27/2018,MORGAN,N,1,Society,SOUTHWEST,Society,Threats,THREATS-KILL,2018,Gay/Lesbian,2018,MORGAN,SW,52627930.6,40125.61742
0,0,0,0,1,F1,Race Only,,Other Race/Ethnicity/Ancestry,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-277024,POLYGON,7/26/2018,NORTH DELRIDGE,N,1,Society,SOUTHWEST,Society,Harassment,MALICIOUS HARASSMENT,2018,Other Race/Ethnicity/Ancestry,2018,NORTH DELRIDGE,SW,47920549.05,39920.61566
0,0,0,0,1,F3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-325271,POLYGON,8/31/2018,SOUTH PARK,N,1,Society,SOUTHWEST,Property,Property Damage,PROPERTY DAMAGE - GRAFFITI,2018,Black,2018,SOUTH PARK,SW,33202302.19,29836.77534
0,0,0,0,1,W1,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-260303,POLYGON,7/15/2018,ALKI,N,1,Person,SOUTHWEST,Person,Assault,ASSLT-NONAGG,2018,Black,2018,ALKI,SW,57757144.11,55869.55122
0,0,0,0,1,W3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-47400,POLYGON,2/7/2018,MORGAN,N,1,Person,SOUTHWEST,Person,Sex Offense,SEXOFF-INDECENT LIBERTIES,2018,Black,2018,MORGAN,SW,52627930.6,40125.61742
0,0,0,0,1,W3,Race Only,,Hispanic,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-104799,POLYGON,3/24/2018,MORGAN,N,1,Society,SOUTHWEST,Society,Threats,THREATS-WEAPON,2018,Hispanic,2018,MORGAN,SW,52627930.6,40125.61742
0,0,0,0,1,W3,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-71133,POLYGON,2/26/2018,ROXHILL/WESTWOOD/ARBOR HEIGHTS,N,1,Society,SOUTHWEST,Society,Threats,THREATS-OTHER,2018,Black,2018,ROXHILL/WESTWOOD/ARBOR HEIGHTS,SW,54620168.92,49779.89985
0,0,0,0,1,D1,Gender Only,,Gender Non-Conforming,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-73000,POLYGON,2/28/2018,BELLTOWN,N,1,Person,WEST,Person,Assault,ASSLT-AGG-WEAPON,2018,Gender Non-Conforming,2018,BELLTOWN,W,13262023.28,17851.41917
0,0,0,0,1,K1,Homeless Only,,Homeless,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-99548,POLYGON,3/20/2018,DOWNTOWN COMMERCIAL,N,1,Society,WEST,Society,Threats,THREATS-WEAPON,2018,Homeless,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,D1,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-95713,POLYGON,3/17/2018,BELLTOWN,N,1,Society,WEST,Society,Harassment,HARASSMENT,2018,Gay/Lesbian,2018,BELLTOWN,W,13262023.28,17851.41917
0,0,0,0,1,D3,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-273110,POLYGON,7/24/2018,SLU/CASCADE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,D3,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-32259,POLYGON,1/26/2018,SLU/CASCADE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG-DV,2018,Gay/Lesbian,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,K1,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-359475,POLYGON,9/26/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Robbery,ROBBERY-STREET-WEAPON,2018,Gay/Lesbian,2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K3,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-45249,POLYGON,2/6/2018,CHINATOWN/INTERNATIONAL DISTRICT,N,1,Person,WEST,Person,Assault,ASSLT-AGG-WEAPON,2018,Gay,2018,CHINATOWN/INTERNATIONAL DISTRICT,W,10421785.37,15234.18211
0,0,0,0,1,K3,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-75606,POLYGON,3/2/2018,CHINATOWN/INTERNATIONAL DISTRICT,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay/Lesbian,2018,CHINATOWN/INTERNATIONAL DISTRICT,W,10421785.37,15234.18211
0,0,0,0,1,K3,LGBTQ Only,,Transgender,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-377180,POLYGON,10/8/2018,CHINATOWN/INTERNATIONAL DISTRICT,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Transgender,2018,CHINATOWN/INTERNATIONAL DISTRICT,W,10421785.37,15234.18211
0,0,0,0,1,M1,LGBTQ Only,,Gay/Lesbian,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-186035,POLYGON,5/23/2018,BELLTOWN,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG-POLICE,2018,Gay/Lesbian,2018,BELLTOWN,W,13262023.28,17851.41917
0,0,0,0,1,Q1,LGBTQ Only,,Transgender,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-301169,POLYGON,8/13/2018,MAGNOLIA,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Transgender,2018,MAGNOLIA,W,180449287.4,58792.06851
0,0,0,0,1,Q2,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-379373,POLYGON,10/10/2018,QUEEN ANNE,N,1,Society,WEST,Society,Threats,THREATS-OTHER,2018,Gay,2018,QUEEN ANNE,W,105096226.9,46622.57468
0,0,0,0,1,Q3,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-66676,POLYGON,2/23/2018,QUEEN ANNE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Gay,2018,QUEEN ANNE,W,105096226.9,46622.57468
0,0,0,0,1,Q3,LGBTQ Only,,Gay,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-240263,POLYGON,6/29/2018,QUEEN ANNE,N,1,Society,WEST,Society,Threats,THREATS-OTHER,2018,Gay,2018,QUEEN ANNE,W,105096226.9,46622.57468
0,0,0,0,1,K1,Multiple Categories,,"Jewish, Lesbian",0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-405339,POLYGON,10/29/2018,DOWNTOWN COMMERCIAL,N,1,Person,WEST,Person,Assault,ASSLT-AGG-WEAPON,2018,"Jewish, Lesbian",2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,K3,Multiple Categories,,Other Race/Ethnicity/Ancestry,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-167405,POLYGON,5/11/2018,CHINATOWN/INTERNATIONAL DISTRICT,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Other Race/Ethnicity/Ancestry,2018,CHINATOWN/INTERNATIONAL DISTRICT,W,10421785.37,15234.18211
0,0,0,0,1,M3,Multiple Categories,,"Transgender, Black",0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-310093,POLYGON,8/6/2018,DOWNTOWN COMMERCIAL,N,1,Society,WEST,Society,Harassment,HARASSMENT,2018,"Transgender, Black",2018,DOWNTOWN COMMERCIAL,W,17323403.09,20647.66876
0,0,0,0,1,Q2,Multiple Categories,,"Gay/Lesbian, Black",0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-109170,POLYGON,3/28/2018,QUEEN ANNE,N,1,Society,WEST,Society,Harassment,HARASSMENT,2018,"Gay/Lesbian, Black",2018,QUEEN ANNE,W,105096226.9,46622.57468
0,0,0,0,1,Q3,Multiple Categories,,Other Race/Ethnicity/Ancestry,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-44842,POLYGON,2/5/2018,SLU/CASCADE,N,1,Person,WEST,Person,Assault,ASSLT-NONAGG,2018,Other Race/Ethnicity/Ancestry,2018,SLU/CASCADE,W,31657305.5,29369.50227
0,0,0,0,1,D2,Race Only,,White,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-347277,POLYGON,9/17/2018,QUEEN ANNE,N,1,Person,WEST,Person,Assault,ASSLT-AGG-WEAPON,2018,White,2018,QUEEN ANNE,W,105096226.9,46622.57468
0,0,0,0,1,D2,Race Only,,Black,0,0,Complete Quarters,A,0,1,,MALICIOUS HARASSMENT,,2018-183792,POLYGON,5/21/2018,SLU/CASCADE,N,1,Society,WEST,Society,Harassment,HARASSMENT,2018,Black,2018,SLU/CASCADE,W,31657305.5,29369.50227
